,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
whi-p97,9.816998624297021,0.13842701824123171,9.816998624297021,0.13842701824123171,0.5598057879274677,455.106,442.002,452.9323654759999,124.0,0.0,0.1624156702098615,-0.5055788150557694,0.5055788150557694,0.1624156702098615,0.9583333333333334,1.5833333333333333,2.2083333333333335,2.0949231001542103,895.4484909197728,17.26722023457211,12.800817659394184,15.972810737623593,11.528407103102724,6.8493285939035795,8.435325133018283,4.8601152471984825,6.568789045547524,3.420284440491392,4.6292609470199,2.257092306986743,3.4435485421874192,-2.0599999999999996,285557.7374617615,16.785786144559395,6.819949895298476,3.1123544014220257,154.64562365408298,19.897041906447136,17.894694685883476,11.49902366656781,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,50.05898900128353,17.139977557609967,28.681734831836156,14.580253302440804,54.26806178049834,0.0,9.967957041894417,0.0,0.0,19.536383686561397,39.538227380275806,0.0,17.248535499851716,14.790514511606428,11.50524905251859,17.248535499851716,31.859887795898697,29.29407951929019,0.0,0.0,0.0,39.538227380275806,0.0,10.902924932081056,0.0,76.50000000000001,0.0,5.106527394840706,0.0,5.749511833283905,26.262325476067666,16.590311206764618,6.3273200747645415,32.418696287939895,6.06636706846161,47.14463344179945,9.473725907600098,11.781521259674669,6.624763348240531,8.574671726715376,13.830458800033982,1.4753653838078442,1.9496607263454306,7.133198827370455,1.4732979812295288,0.0,3.157061946582183,0.125,24.0,2.0,6.0,0.0,0.0,0.0,2.0,1.0,3.0,6.0,2.0,8.0,4.0,0.0,0.0,0.0,3.0,4.621200000000003,99.43150000000001,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xav939,12.53541785506928,-4.368608440838329,12.53541785506928,0.20639081790123437,0.8790423088749374,312.316,301.22799999999995,312.054418632,110.0,0.0,0.41591024997514126,-0.30624952435844266,0.41591024997514126,0.30624952435844266,1.1904761904761905,1.9047619047619047,2.5714285714285716,2.009805271765873,722.4794708757903,15.035169427003233,10.828325015773512,11.644821596701238,9.94850830842307,6.324108705667822,7.478809244047073,4.71747690562375,5.82264862114629,3.3163966374436598,4.301995197097145,2.1969371990014115,3.180791788161985,-1.76,61935.62142731913,14.188801429984995,5.215660215874734,2.828522062427501,122.16296892569893,4.9839785209472085,5.824404497999927,0.0,0.0,5.559266895052008,6.176298517443475,4.794537184071822,4.9839785209472085,24.933130092415574,0.0,12.13273413692322,24.306409366596018,16.87975659014078,11.257379486545457,13.171245143024459,11.761884949391115,0.0,9.967957041894417,0.0,18.349973747116273,5.752853606746789,51.44010333121272,0.0,11.387855989696924,5.559266895052008,13.171245143024459,0.0,11.761884949391115,15.720810648641205,18.349973747116273,0.0,16.82083097824245,29.060005457918262,0.0,11.387855989696924,0.0,45.75,11.73975000914047,17.96578232709628,0.0,5.559266895052008,29.124982711066714,23.57951573851847,12.13273413692322,11.761884949391115,0.0,9.967957041894417,0.0,37.60625356520784,1.673111700475517,19.030032202695892,0.0,0.958787950365332,1.8474992955043459,4.630349636768287,-3.662701017683882,0.0,0.0,0.2857142857142857,21.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,7.0,1.0,0.0,0.0,0.0,3.0,3.245000000000001,75.16170000000001,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmd8-85,12.989573405569434,-0.09104290350566613,12.989573405569434,0.09104290350566613,0.6367544100058594,459.5540000000002,430.32200000000023,459.238273168,176.0,0.0,0.25977747101996007,-0.49449803962683203,0.49449803962683203,0.25977747101996007,0.9411764705882353,1.7058823529411764,2.4705882352941178,1.4504647830822999,1223.6360771656286,23.8192619984499,19.947007432190674,19.947007432190674,16.456728795830724,11.324160978738968,11.324160978738968,8.642702498293161,8.642702498293161,6.529536243684956,6.529536243684956,4.426236343127146,4.426236343127146,-3.85,67251935.33101398,21.967620565543882,8.82884884222033,3.8778357143090734,199.12196841000124,29.65329048120829,11.436898107967467,5.817862777835028,5.948339280986494,5.907179729351506,0.0,4.794537184071822,4.9839785209472085,4.9839785209472085,0.0,12.13273413692322,31.313140256523628,52.02812293214985,30.244865153954727,9.53140013787187,40.42292688690728,0.0,14.867866772744893,0.0,0.0,74.44835690951716,54.22486454254134,0.0,5.749511833283905,24.753380750357813,34.51574715755577,5.749511833283905,0.0,75.20688561505581,0.0,0.0,10.357988675768818,48.661413050844345,0.0,0.0,0.0,77.07,0.0,4.794537184071822,0.0,5.907179729351506,23.01703982520208,48.99069628098489,0.0,25.254222826418278,48.345784124297325,33.2146256377933,9.720841474747257,5.683080358878068,0.0,30.46205157930872,3.297664792768959,3.9869639348763184,1.7041126260153596,13.67048491560658,1.6766105512452913,4.054141950247806,7.4648892910528915,0.32,34.0,1.0,9.0,0.0,2.0,2.0,2.0,1.0,3.0,8.0,1.0,9.0,4.0,0.0,1.0,1.0,5.0,3.3385000000000016,135.25719999999998,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xmd8-92,13.011394762825065,-0.2191249682543952,13.011394762825065,0.1018875239525594,0.5744503849942268,474.56500000000017,444.3250000000003,474.23793882,182.0,0.0,0.25977747101996007,-0.49161950959625145,0.49161950959625145,0.25977747101996007,1.0857142857142856,1.8571428571428572,2.6285714285714286,1.4603382140849193,1241.506818308911,24.526368779636446,20.231464482566846,20.231464482566846,16.956728795830724,11.906720947197721,11.906720947197721,8.799488905124386,8.799488905124386,6.570667433592066,6.570667433592066,4.591683345090542,4.591683345090542,-3.85,107335745.60435952,22.918280221525713,9.420106421019828,4.345320396728214,204.52131060639047,29.85990814519852,11.436898107967467,5.817862777835028,5.948339280986494,5.907179729351506,0.0,4.794537184071822,4.9839785209472085,4.9839785209472085,0.0,12.13273413692322,44.030848719389084,38.938610120324704,35.84591596493842,14.637927532712578,40.42292688690728,0.0,9.967957041894417,0.0,25.869346833290944,53.808256538250205,54.22486454254134,0.0,5.749511833283905,24.753380750357813,34.51574715755577,5.749511833283905,0.0,60.87736929552738,0.0,0.0,30.12336912131146,48.661413050844345,0.0,0.0,0.0,94.05999999999999,0.0,9.901064578912528,0.0,12.011146117099809,35.3734336229989,42.993314881727855,0.0,18.144425285140745,61.335888392449554,15.200676855804016,9.720841474747257,5.93578097616202,0.0,28.03381425404787,13.126006926103933,3.8556111059225486,1.644448917433937,13.529361994777256,2.975089926844806,4.09835929672267,3.634859935318296,0.34615384615384615,35.0,2.0,9.0,0.0,2.0,2.0,2.0,1.0,3.0,8.0,2.0,9.0,5.0,0.0,1.0,1.0,5.0,3.9379000000000026,137.6179999999999,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y-39983,12.287823129251702,-0.15284769463340875,12.287823129251702,0.0,0.6931581488571418,316.792,299.65599999999995,316.10908884400004,114.0,0.0,0.2551781644803905,-0.34609254581171345,0.34609254581171345,0.2551781644803905,1.2272727272727273,1.9545454545454546,2.6363636363636362,1.763332032109322e-06,780.1999593909937,14.819626477379408,12.037212868323945,12.85370944925167,10.147867045540844,6.739347845343868,6.739347845343868,4.96327302536547,4.96327302536547,3.4070357986508086,3.4070357986508086,2.2024259602525396,2.2024259602525396,-2.3699999999999997,98844.43169048647,16.008386214749216,6.595597983180796,3.1044785684436946,133.89816483566074,16.034434602115724,5.647177220767728,0.0,0.0,5.907179729351506,0.0,4.794537184071822,4.9839785209472085,0.0,12.407033161179976,12.13273413692322,36.75265696523406,29.385203678535905,5.687386274683562,4.794537184071822,35.03500060044757,0.0,9.967957041894417,5.733667477162185,12.965578028838586,5.316788604006331,59.9187925373898,0.0,0.0,11.050456081168516,5.687386274683562,0.0,12.407033161179976,15.875136771245923,0.0,0.0,28.887018196304396,48.79188955399581,0.0,11.033401435232523,0.0,83.8,0.0,4.794537184071822,0.0,24.356053719679444,5.563451491696996,22.28423920161308,0.0,30.592788348610984,25.122838405075452,15.284745645900749,5.733667477162185,0.0,0.0,19.49654759171805,3.792907270933065,8.891772307828857,-0.15284769463340875,10.936814445475159,3.4567467362416853,1.9113926757699304,0.0,0.125,22.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,3.0,3.2567,90.33930000000001,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yk-4-279,12.500181878306877,-2.0611827995086927,12.500181878306877,0.12826698580666873,0.8135461956439222,366.2,353.096,365.022163256,124.0,0.0,0.26115754110237926,-0.49676778971153024,0.49676778971153024,0.26115754110237926,1.1666666666666667,1.7916666666666667,2.4166666666666665,1.959741404195799,835.2293410991136,17.48276318419594,12.599095809234305,14.110953701271216,11.363227755699915,7.061349585674289,7.817278531692745,5.422061381981264,6.236461635462476,3.959774652954154,4.589715441302865,2.6888273000660723,3.2073618357072657,-2.0799999999999996,273422.41060603305,16.76646704175569,6.089995386939523,2.645222637173227,147.69459456317665,15.160178952647085,5.749511833283905,11.384295757348628,0.0,5.907179729351506,0.0,9.589074368143644,0.0,0.0,0.0,23.20187978046503,36.39820241076966,16.149536297135317,24.24063875262843,19.432464716784395,40.57969073086504,0.0,0.0,0.0,12.021872433909698,12.426586145283864,57.5703720216463,0.0,5.749511833283905,10.05365155780638,5.687386274683562,5.749511833283905,23.20187978046503,23.906749611834684,10.39558799505551,0.0,22.342261790391824,36.39820241076966,10.045266627482652,0.0,0.0,75.63,23.712297109626142,14.69560176298435,0.0,21.29610439386321,11.3129633249809,0.0,19.242531678200752,24.26546827384644,0.0,5.316788604006331,27.938742734265084,5.037710433697763,12.159518280967966,24.77423808838401,13.754207072355522,-1.3469685056389142,-0.530000019521123,9.38412611334028,-0.44620598702443925,0.0,1.5189300789944937,0.17647058823529413,24.0,2.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,2.0,7.0,4.0,0.0,0.0,0.0,3.0,3.414700000000002,90.93000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ym201636,12.659326104103549,-0.28525072323593204,12.659326104103549,0.28525072323593204,0.40734171432273253,467.4890000000002,446.32100000000025,467.17058753200007,174.0,0.0,0.2567275240370034,-0.43207588394572544,0.43207588394572544,0.2567275240370034,1.0285714285714285,1.9142857142857144,2.742857142857143,1.414039403667792,1542.6049985639888,23.777445635193008,18.64009293472346,18.64009293472346,17.152999680989847,11.168566478683253,11.168566478683253,8.112817421455098,8.112817421455098,5.810493105492039,5.810493105492039,4.0617202674816815,4.0617202674816815,-4.569999999999999,206912416.3178462,20.99617441984684,8.653349923818753,3.9971075993755676,199.32537508178683,25.10437970287239,11.33456349545129,17.225287417477197,5.713496644793708,5.907179729351506,0.0,4.794537184071822,19.935914083788834,0.0,0.0,12.13273413692322,36.39820241076966,36.73403772143186,24.163439635187625,13.948551074925216,45.42973327822213,0.0,19.935914083788834,0.0,0.0,42.253642552869984,66.48807518261603,0.0,11.387855989696924,15.950365812018994,17.323111830353618,0.0,0.0,52.14637055399133,4.736862953800049,0.0,10.357988675768818,65.34177462797238,0.0,33.58729770821393,0.0,132.29,0.0,4.794537184071822,0.0,5.907179729351506,71.82746206495375,10.949675706161791,6.196843571613076,18.329577708536295,36.39820241076966,20.184655376751223,24.855638409909997,11.59412544954113,0.0,32.843716392737456,3.717177513427062,9.210906886983828,1.2967989025908113,14.421045775068695,3.1333580939115606,2.616204319072787,0.0,0.16,35.0,3.0,10.0,0.0,1.0,1.0,1.0,4.0,5.0,9.0,2.0,10.0,4.0,0.0,1.0,1.0,6.0,3.504100000000001,132.1756,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z-llnle-cho,13.081241645609882,-0.8539861945313787,13.081241645609882,0.08920138474081041,0.33456995781699983,475.6300000000002,434.3020000000003,475.304621412,190.0,0.0,0.4076212881280654,-0.4446757711880547,0.4446757711880547,0.4076212881280654,0.8823529411764706,1.4411764705882353,1.9705882352941178,2.819962051413911,766.9594085613944,25.509860921691384,21.134735100524487,21.134735100524487,16.154304760788953,12.189569285606057,12.189569285606057,9.472319712446478,9.472319712446478,5.2291217748463135,5.2291217748463135,3.4667721783298022,3.4667721783298022,-2.899999999999999,15169503.37620287,29.132154340836017,15.851257765809914,11.814856464127601,203.13946558793515,25.481765949890864,24.976724145938395,0.0,11.814359458703011,0.0,6.093240070938415,9.589074368143644,4.794537184071822,0.0,0.0,77.7921645866132,36.66172845279781,0.0,6.041840829147961,23.915011690087336,24.19376005277098,0.0,15.950365812018994,11.835812092322787,91.45519856503995,0.0,35.89528683400505,0.0,0.0,15.950365812018994,4.794537184071822,0.0,0.0,42.319282540214864,25.727356470528434,11.835812092322787,72.28624560478015,30.33183534230805,0.0,0.0,0.0,113.60000000000001,36.03312201708531,19.178148736287287,0.0,18.442694056835705,19.26246486877803,24.69125526067857,0.0,0.0,64.95052134076117,15.950365812018994,4.736862953800049,5.263802451119128,0.0,49.68571744265331,8.15339794902576,0.8370228543780862,-0.5996932909033987,7.002718699240215,3.1043338468918362,9.8860333809284,0.0,0.6153846153846154,34.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,8.0,15.0,0.0,0.0,0.0,1.0,3.732300000000002,131.9111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zg-10,12.75860945806084,-0.2678423020725853,12.75860945806084,0.2237796010333446,0.2924200703624349,493.57100000000014,466.35500000000025,493.2226231040001,186.0,0.0,0.25516139432789187,-0.324091690848079,0.324091690848079,0.25516139432789187,0.8918918918918919,1.7027027027027026,2.4594594594594597,1.3649031691042053,1387.3232276240444,26.03695865918684,20.55006205114812,20.55006205114812,17.957530133630158,11.603336882240324,11.603336882240324,8.398330335089888,8.398330335089888,5.143871436817258,5.143871436817258,3.36046495869276,3.36046495869276,-4.889999999999999,218141815.25841996,25.210338027021884,12.185709155916983,7.545056621908217,214.85908587023556,20.85027554286947,0.0,0.0,11.855519010338,5.907179729351506,0.0,14.573052889090853,9.967957041894417,0.0,0.0,12.142387175295491,74.75901464997048,59.40036903503035,5.693927994848461,9.589074368143644,34.82485756374019,0.0,19.8518452936921,0.0,0.0,36.59046618328595,103.03606017328171,0.0,11.257379486545457,15.950365812018994,23.010498105037183,0.0,0.0,52.30630512366208,4.794537184071822,0.0,10.357988675768818,97.47260868158472,0.0,11.257379486545457,0.0,112.14,0.0,9.589074368143644,0.0,11.814359458703011,29.43131972796319,16.944765761229018,6.076020106833881,61.06475323244277,49.32708903851291,30.902301374860617,0.0,0.0,0.0,39.66603599261232,8.837461821657508,4.046983389290778,-0.06196920812724849,19.585167919288775,8.398129020003028,0.6746637863056519,3.8535272789691795,0.10714285714285714,37.0,3.0,9.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,3.0,9.0,9.0,0.0,0.0,0.0,4.0,4.590800000000002,145.70659999999984,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zibotentan,13.094796254564471,-4.02677003285882,13.094796254564471,0.009588221422636822,0.49569447714738857,424.4420000000001,408.31400000000025,424.095373992,152.0,0.0,0.2648743390133,-0.47834594642416206,0.47834594642416206,0.2648743390133,1.0666666666666667,1.8333333333333333,2.533333333333333,1.707413937021442,1274.8947053278853,21.13961743368831,15.973461852525741,16.789958433453467,14.475494975391678,8.701795264014027,10.18495851160842,6.146144274144118,7.796968400390048,4.1108784707466866,5.481418263794525,2.743469534863144,3.9308036786192098,-3.8599999999999994,9301399.695244735,19.456155788753698,7.87189918259469,3.823965101378604,171.61777600922633,9.154013890853395,4.895483475517775,0.0,18.10222619865146,15.903279489842955,0.0,9.706073385399296,18.385754026223353,0.0,10.197363616602075,12.13273413692322,31.18920547353706,17.323746555007066,24.694497102587533,17.571810875182333,15.841153931242612,0.0,25.1492991794437,0.0,11.819220675208399,11.831892405729622,60.879457047634794,0.0,28.591543236703732,9.458957818252138,5.817862777835028,5.879988336435371,0.0,40.676893705050176,10.023291153407584,6.923737199690624,5.693927994848461,64.49816346535745,0.0,22.71155490026836,0.0,132.99,10.023291153407584,8.417796984328938,0.0,22.287262584636636,22.71155490026836,0.0,31.96349125175582,37.255572541998674,0.0,29.871394043895787,9.154013890853395,38.92166684440001,0.0,12.471869654093506,7.499193519607671,2.175826961597581,0.4302715083225723,9.957903851482946,4.202283330756802,1.727171442290299,-2.636187112551388,0.10526315789473684,30.0,1.0,10.0,0.0,0.0,0.0,1.0,3.0,4.0,9.0,1.0,11.0,6.0,0.0,0.0,0.0,4.0,2.7064200000000014,107.09450000000001,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
